iter	Logloss
575	0.6000299841
576	0.5999135422
577	0.5998097197
578	0.5996829754
579	0.5995495132
580	0.5994228569
581	0.5992464209
582	0.599162947
583	0.599020206
584	0.5989336974
585	0.5988392841
586	0.5987473891
587	0.5986693197
588	0.5985992651
589	0.5984967865
590	0.5983908508
591	0.598323965
592	0.5982262526
593	0.5980928291
594	0.5979813795
595	0.5978339104
596	0.5976913421
597	0.5976291026
598	0.5975346231
599	0.5974198063
600	0.5973515507
601	0.5972485268
602	0.5971656509
603	0.5970454174
604	0.596952776
605	0.5968321319
606	0.596726672
607	0.596635363
608	0.5965333956
609	0.5964362928
610	0.5963276946
611	0.5962358981
612	0.5960517629
613	0.5959582163
614	0.5958676444
615	0.5957630094
616	0.5956244191
617	0.5955082761
618	0.5953999768
619	0.5952975625
620	0.5951519186
621	0.5950374068
622	0.5949103715
623	0.5947898848
624	0.5946418369
625	0.5945420652
626	0.5944197445
627	0.594328748
628	0.5941566231
629	0.5940045545
630	0.5938494135
631	0.5937573298
632	0.5935805664
633	0.5934226578
634	0.5932808038
635	0.5931717103
636	0.5930385513
637	0.5928855146
638	0.5927782499
639	0.5926765454
640	0.5925454905
641	0.5924318743
642	0.592335874
643	0.5922601761
644	0.5921432158
645	0.5920316644
646	0.5919127819
647	0.5917643479
648	0.5916545594
649	0.59156596
650	0.5914353964
651	0.5913320091
652	0.5912621589
653	0.5911593232
654	0.5910468082
655	0.5909293332
656	0.5908272208
657	0.5907309589
658	0.5906490937
659	0.590566559
660	0.5904807107
661	0.5903165466
662	0.590214267
663	0.5901451334
664	0.5900555675
665	0.5899697704
666	0.5897575291
667	0.5896744194
668	0.5895495117
669	0.5894033657
670	0.5893244938
671	0.5892021192
672	0.5890787172
673	0.5889420417
674	0.5888501451
675	0.5887493844
676	0.5886372461
677	0.5885699329
678	0.5884784248
679	0.5884108269
680	0.5883346553
681	0.5882311692
682	0.5881055681
683	0.5879479438
684	0.5878131723
685	0.587695992
686	0.587554993
687	0.5874209723
688	0.5873273476
689	0.5872105173
690	0.5871281292
691	0.5870549286
692	0.5869009882
693	0.5867953091
694	0.5867027838
695	0.586607084
696	0.5864795039
697	0.5863661627
698	0.5862621622
699	0.5861229422
700	0.5860235671
701	0.5859147554
702	0.5857963721
703	0.5857062111
704	0.5855374876
705	0.5853872357
706	0.5853160306
707	0.5852638883
708	0.5851441625
709	0.5849858555
710	0.5848403418
711	0.584706984
712	0.5846194584
713	0.584467812
714	0.5843004808
715	0.5841984103
716	0.5840936372
717	0.5840235105
718	0.5839660326
719	0.5839158321
720	0.5838397558
721	0.5837176343
722	0.5836091621
723	0.583492815
724	0.5834236923
725	0.5833559261
726	0.5832814413
727	0.5831458001
728	0.5830326368
729	0.5829204517
730	0.5828273133
731	0.5827182964
732	0.5826093824
733	0.582502126
734	0.5824348793
735	0.5822427602
736	0.5821202479
737	0.5820749967
738	0.5819826005
739	0.5818659285
740	0.5817281155
741	0.5815978535
742	0.5815198097
743	0.5814318381
744	0.5812622902
745	0.5811920807
746	0.5810699323
747	0.5809280305
748	0.5807956553
749	0.5807172561
750	0.5805229331
751	0.5804231655
752	0.5803184879
753	0.5801546063
754	0.5800827956
755	0.5799811593
756	0.5798440605
757	0.5797320053
758	0.5795953201
759	0.5794887113
760	0.5794165496
761	0.5793269747
762	0.57923448
763	0.5791779793
764	0.5790567589
765	0.5789983742
766	0.5788398089
767	0.5786790576
768	0.5785699642
769	0.5784977971
770	0.5783902896
771	0.5783193046
772	0.5781560773
773	0.5780857409
774	0.5780232778
775	0.5778792156
776	0.5777467972
777	0.5775814894
778	0.5774836627
779	0.5773764788
780	0.5772685898
781	0.577163196
782	0.5770779596
783	0.5770016911
784	0.5769085116
785	0.5768260801
786	0.5767575908
787	0.5766368473
788	0.5765379844
789	0.5764103276
790	0.5762897175
791	0.5761832235
792	0.5760838444
793	0.5760205711
794	0.575917204
795	0.5758385927
796	0.5757175596
797	0.575636362
798	0.575556286
799	0.5754578546
800	0.5754021372
801	0.5753001877
802	0.5751970138
803	0.5750994679
804	0.57502095
805	0.5749438745
806	0.5748898595
807	0.5747671182
808	0.5746590427
809	0.5745799866
810	0.5744765136
811	0.5743781445
812	0.5742788519
813	0.5742080226
814	0.574125238
815	0.5740373759
816	0.5738951579
817	0.5737830583
818	0.5737233752
819	0.5736138347
820	0.573498662
821	0.5734529505
822	0.5733011316
823	0.5731564528
824	0.5730359568
825	0.5728810197
826	0.5728006651
827	0.5727117328
828	0.5726100071
829	0.5725205728
830	0.5724273459
831	0.5723330791
832	0.5722871933
833	0.5721838321
834	0.5721004639
835	0.5719514195
836	0.5718905645
837	0.5717321348
838	0.5716856406
839	0.5715933867
840	0.5715082135
841	0.571415803
842	0.5712931469
843	0.5711855193
844	0.5711087488
845	0.5710310481
846	0.5708791521
847	0.5707724758
848	0.5706656526
849	0.5705690741
850	0.5704992828
851	0.5704263398
852	0.570353448
853	0.5702642347
854	0.5701796244
855	0.5700491252
856	0.5699260089
857	0.5698260199
858	0.5697469635
859	0.5696830099
860	0.569573633
861	0.5694346854
862	0.5692983122
863	0.5692151664
864	0.5691200339
865	0.5690249992
866	0.5689222686
867	0.5688421047
868	0.5687270355
869	0.5686617315
870	0.5685904001
871	0.5685213989
872	0.5683909983
873	0.5682769529
874	0.5681843514
875	0.568015234
876	0.5679524348
877	0.5678710495
878	0.5677608077
879	0.5676569288
880	0.5675175893
881	0.5674258986
882	0.567339709
883	0.5672481385
884	0.5671795116
885	0.5671023909
886	0.5669889493
887	0.5668550234
888	0.5667292306
889	0.5666424912
890	0.5665038929
891	0.5664008412
892	0.5663107111
893	0.5662503597
894	0.5661602132
895	0.5660790759
896	0.5660033226
897	0.5659388809
898	0.5658431874
899	0.5657995506
900	0.5657172836
901	0.5656186361
902	0.5655295595
903	0.5654564636
904	0.565351935
905	0.5652534443
906	0.5651643048
907	0.5650481737
908	0.564910303
909	0.5648111466
910	0.5646377757
911	0.5645487493
912	0.5644732986
913	0.564414689
914	0.5643299239
915	0.5642394042
916	0.5641702877
917	0.564048278
918	0.563980261
919	0.5639064652
920	0.5638146638
921	0.5636643427
922	0.5635626995
923	0.5634285346
924	0.5633118956
925	0.5632148239
926	0.5630999577
927	0.5630075447
928	0.5628945799
929	0.5627463899
930	0.5626234283
931	0.5625362358
932	0.5623853489
933	0.562273349
934	0.5621255304
935	0.562040333
936	0.5619464823
937	0.5618528991
938	0.5617045222
939	0.5616558435
940	0.5615494992
941	0.5614514388
942	0.5613300127
943	0.5612788616
944	0.5611473046
945	0.5610841864
946	0.5609909396
947	0.5609042975
948	0.5608416172
949	0.5607497094
950	0.5606515426
951	0.5605931575
952	0.5605419353
953	0.5604229154
954	0.5602765369
955	0.5601500567
956	0.5600668267
957	0.5599505158
958	0.5598690967
959	0.5597817417
960	0.5596228079
961	0.5595197394
962	0.5593837695
963	0.5592177213
964	0.5591445034
965	0.5589855898
966	0.5588632848
967	0.5587588444
968	0.5586363546
969	0.558560903
970	0.5584697461
971	0.5583343621
972	0.5582504604
973	0.5581357759
974	0.5580667894
975	0.5580047496
976	0.5579434205
977	0.5578872738
978	0.5578111393
979	0.5577149166
980	0.5576548505
981	0.5575166715
982	0.5573759154
983	0.5572006065
984	0.5571504098
985	0.5570876372
986	0.5569915491
987	0.5569137311
988	0.5568291841
989	0.5567357737
990	0.5566304204
991	0.5565647899
992	0.5564802236
993	0.5563482321
994	0.556272047
995	0.5561956598
996	0.5560784251
997	0.5559175958
998	0.5558276575
999	0.5557239912
